,round,venue,gf,ga,xg,xga,poss,formation,sh,sot,dist,fk,pk,pkatt,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling,home_code,target_away,target_home
361,23,0,1.0,2.0,1.2,1.5,43.0,3,5.0,3.0,10.3,0.0,0.0,0.0,0,13,19,6,2.0,1.0,8.666666666666666,4.666666666666667,16.499999999999996,0.3333333333333333,0.0,0.0,4,1,0
362,24,1,0.0,0.0,1.2,0.4,55.0,4,23.0,3.0,19.0,2.0,0.0,0.0,1,7,20,0,2.0,1.0,8.0,5.0,14.933333333333332,0.3333333333333333,0.0,0.0,4,0,0
363,25,0,0.0,0.0,0.5,0.7,36.0,0,11.0,2.0,23.6,1.0,0.0,0.0,0,5,20,1,1.3333333333333333,0.6666666666666666,13.0,4.0,14.999999999999998,0.6666666666666666,0.0,0.0,4,0,0
364,27,1,2.0,0.0,2.3,0.6,42.0,3,16.0,4.0,18.4,0.0,1.0,1.0,1,9,15,5,0.3333333333333333,0.6666666666666666,13.0,2.6666666666666665,17.63333333333333,1.0,0.0,0.0,4,0,1
365,28,0,1.0,2.0,0.3,1.1,39.0,16,5.0,3.0,12.8,0.0,0.0,0.0,0,19,12,6,0.6666666666666666,0.0,16.666666666666668,3.0,20.33333333333333,1.0,0.3333333333333333,0.3333333333333333,4,1,0
366,29,1,1.0,1.0,0.8,1.7,51.0,4,10.0,2.0,23.8,0.0,0.0,0.0,1,18,20,5,1.0,0.6666666666666666,10.666666666666666,3.0,18.266666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,0,0
367,30,1,3.0,2.0,1.1,0.9,63.0,7,19.0,6.0,19.7,1.0,0.0,0.0,1,12,19,1,1.3333333333333333,1.0,10.333333333333334,3.0,18.33333333333333,0.0,0.3333333333333333,0.3333333333333333,4,0,1
368,31,0,0.0,2.0,0.2,0.8,46.0,15,5.0,1.0,22.6,0.0,0.0,0.0,0,0,16,6,1.6666666666666667,1.6666666666666667,11.333333333333334,3.6666666666666665,18.766666666666666,0.3333333333333333,0.0,0.0,4,1,0
369,33,1,0.0,0.0,0.8,1.4,51.0,4,13.0,4.0,21.1,0.0,0.0,0.0,1,0,13,6,2.0,0.6666666666666666,14.333333333333334,5.0,19.0,0.6666666666666666,0.0,0.0,5,0,0
370,35,1,0.0,1.0,0.5,0.9,39.0,6,4.0,2.0,11.5,0.0,0.0,0.0,1,12,17,5,1.3333333333333333,0.3333333333333333,15.666666666666666,5.666666666666667,20.5,0.3333333333333333,0.0,0.0,5,1,0
371,36,0,1.0,2.0,0.8,1.7,57.0,4,15.0,5.0,20.0,1.0,0.0,0.0,0,6,15,5,0.6666666666666666,0.6666666666666666,11.0,4.0,17.866666666666667,0.3333333333333333,0.0,0.0,5,1,0
372,1,0,1.0,0.0,1.6,0.5,58.0,4,18.0,5.0,15.1,0.0,0.0,0.0,0,2,17,5,0.3333333333333333,1.0,10.666666666666666,3.6666666666666665,17.533333333333335,0.3333333333333333,0.0,0.0,5,0,1
373,2,1,1.0,0.0,1.6,0.7,54.0,0,18.0,8.0,17.2,0.0,0.0,0.0,1,13,16,6,0.6666666666666666,1.0,12.333333333333334,4.0,15.533333333333331,0.3333333333333333,0.0,0.0,5,0,1
374,4,0,1.0,1.0,0.8,1.2,47.0,6,11.0,3.0,17.5,1.0,0.0,0.0,0,11,17,5,1.0,0.6666666666666666,17.0,6.0,17.433333333333334,0.3333333333333333,0.0,0.0,5,0,0
375,6,1,3.0,1.0,3.2,0.6,65.0,6,22.0,8.0,16.6,0.0,1.0,1.0,1,14,12,5,1.0,0.3333333333333333,15.666666666666666,5.333333333333333,16.599999999999998,0.3333333333333333,0.0,0.0,5,0,1
376,7,0,0.0,1.0,1.2,0.3,69.0,6,19.0,2.0,18.2,0.0,0.0,0.0,0,18,12,5,1.6666666666666667,0.6666666666666666,17.0,6.333333333333333,17.099999999999998,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,1,0
377,9,1,1.0,0.0,1.4,0.5,54.0,4,24.0,8.0,19.4,1.0,0.0,0.0,1,16,15,5,1.3333333333333333,1.0,17.333333333333332,4.333333333333333,17.433333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,0,1
378,10,0,0.0,0.0,1.8,0.3,68.0,4,25.0,5.0,19.5,1.0,0.0,0.0,0,7,12,5,1.3333333333333333,0.6666666666666666,21.666666666666668,6.0,18.066666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,0,0
379,12,1,2.0,0.0,2.1,0.5,67.0,6,25.0,7.0,18.0,2.0,0.0,0.0,1,4,15,1,0.3333333333333333,0.3333333333333333,22.666666666666668,5.0,19.03333333333333,0.6666666666666666,0.0,0.0,5,0,1
380,14,0,2.0,2.0,3.0,1.2,42.0,6,18.0,5.0,16.9,1.0,1.0,1.0,0,0,19,2,1.0,0.0,24.666666666666668,6.666666666666667,18.966666666666665,1.3333333333333333,0.0,0.0,5,0,0
381,15,1,0.0,0.0,0.6,1.2,56.0,6,17.0,7.0,22.2,1.0,0.0,0.0,1,10,15,5,1.3333333333333333,0.6666666666666666,22.666666666666668,5.666666666666667,18.133333333333336,1.3333333333333333,0.3333333333333333,0.3333333333333333,5,0,0
382,16,0,4.0,0.0,1.3,0.8,58.0,4,14.0,10.0,20.4,3.0,0.0,0.0,0,4,12,5,1.3333333333333333,0.6666666666666666,20.0,6.333333333333333,19.03333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,5,0,1
383,17,1,0.0,3.0,1.2,1.1,65.0,4,21.0,5.0,17.9,2.0,0.0,0.0,1,2,19,2,2.0,0.6666666666666666,16.333333333333332,7.333333333333333,19.83333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,5,1,0
384,20,0,1.0,2.0,1.7,1.2,56.0,4,14.0,7.0,18.2,1.0,0.0,0.0,0,13,14,6,1.3333333333333333,1.0,17.333333333333332,7.333333333333333,20.166666666666664,2.0,0.0,0.0,5,1,0
